Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  5  ,  5  ,  5.0  ,  1.0  ,  1.4  ,  1.103974  ,  10  ,  14  ,  11.03974  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  6  ,  6  ,  6.0  ,  1.0  ,  1.45454545455  ,  1.12344545455  ,  11  ,  16  ,  12.3579  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  7  ,  7  ,  7.0  ,  1.0  ,  1.5  ,  1.140255  ,  12  ,  18  ,  13.68306  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  8  ,  8  ,  8.0  ,  1.0  ,  1.53846153846  ,  1.15434923077  ,  13  ,  20  ,  15.00654  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  9  ,  9  ,  9.0  ,  1.0  ,  1.5  ,  1.14256285714  ,  14  ,  21  ,  15.99588  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  10  ,  10  ,  10.0  ,  1.0  ,  1.8  ,  1.134214  ,  15  ,  27  ,  17.01321  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  11  ,  11  ,  11.0  ,  1.0  ,  1.9375  ,  1.13293375  ,  16  ,  31  ,  18.12694  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  12  ,  12  ,  12.0  ,  1.0  ,  1.88235294118  ,  1.14394  ,  17  ,  32  ,  19.44698  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  13  ,  13  ,  13.0  ,  1.0  ,  1.83333333333  ,  1.17038111111  ,  18  ,  33  ,  21.06686  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  14  ,  14  ,  14.0  ,  1.0  ,  1.78947368421  ,  1.21405789474  ,  19  ,  34  ,  23.0671  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  15  ,  15  ,  15.0  ,  1.0  ,  1.75  ,  1.2751275  ,  20  ,  35  ,  25.50255  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  16  ,  16  ,  16.0  ,  1.0  ,  1.71428571429  ,  1.35558095238  ,  21  ,  36  ,  28.4672  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  17  ,  17  ,  17.0  ,  1.36363636364  ,  1.68181818182  ,  1.45471909091  ,  30  ,  37  ,  32.00382  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  18  ,  18  ,  18.0  ,  1.34782608696  ,  1.65217391304  ,  1.43513478261  ,  31  ,  38  ,  33.0081  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  19  ,  19  ,  19.0  ,  1.33333333333  ,  1.625  ,  1.41655625  ,  32  ,  39  ,  33.99735  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  20  ,  20  ,  20.0  ,  1.32  ,  1.6  ,  1.40051  ,  33  ,  40  ,  35.01275  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  21  ,  21  ,  21.0  ,  1.30769230769  ,  1.57692307692  ,  1.38460230769  ,  34  ,  41  ,  35.99966  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  22  ,  22  ,  22.0  ,  1.2962962963  ,  1.55555555556  ,  1.37059777778  ,  35  ,  42  ,  37.00614  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  23  ,  23  ,  23.0  ,  1.28571428571  ,  1.53571428571  ,  1.35723821429  ,  36  ,  43  ,  38.00267  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  24  ,  24  ,  24.0  ,  1.27586206897  ,  1.51724137931  ,  1.34477413793  ,  37  ,  44  ,  38.99845  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  25  ,  25  ,  25.0  ,  1.26666666667  ,  1.5  ,  1.333532  ,  38  ,  45  ,  40.00596  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  26  ,  26  ,  26.0  ,  1.25806451613  ,  1.48387096774  ,  1.32284516129  ,  39  ,  46  ,  41.0082  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  27  ,  27  ,  27.0  ,  1.25  ,  1.46875  ,  1.3127115625  ,  40  ,  47  ,  42.00677  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  28  ,  28  ,  28.0  ,  1.24242424242  ,  1.45454545455  ,  1.30308090909  ,  41  ,  48  ,  43.00167  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  29  ,  29  ,  29.0  ,  1.23529411765  ,  1.44117647059  ,  1.29422205882  ,  42  ,  49  ,  44.00355  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  30  ,  30  ,  30.0  ,  1.22857142857  ,  1.42857142857  ,  1.286072  ,  43  ,  50  ,  45.01252  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  2 ,  128.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  31  ,  31  ,  31.0  ,  1.22222222222  ,  1.41666666667  ,  1.27796111111  ,  44  ,  51  ,  46.0066  ,

PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  3  ,  3  ,  3.0  ,  1.0  ,  1.25  ,  1.02270125  ,  8  ,  10  ,  8.18161  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  4  ,  4  ,  4.0  ,  1.0  ,  1.33333333333  ,  1.03551888889  ,  9  ,  12  ,  9.31967  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  5  ,  5  ,  5.0  ,  1.0  ,  1.3  ,  1.03195  ,  10  ,  13  ,  10.3195  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  6  ,  6  ,  6.0  ,  1.0  ,  1.27272727273  ,  1.02936090909  ,  11  ,  14  ,  11.32297  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  7  ,  7  ,  7.0  ,  1.0  ,  1.25  ,  1.02696333333  ,  12  ,  15  ,  12.32356  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  8  ,  8  ,  8.0  ,  1.0  ,  1.23076923077  ,  1.02460846154  ,  13  ,  16  ,  13.31991  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  9  ,  9  ,  9.0  ,  1.0  ,  1.21428571429  ,  1.02299071429  ,  14  ,  17  ,  14.32187  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  10  ,  10  ,  10.0  ,  1.0  ,  1.2  ,  1.02147133333  ,  15  ,  18  ,  15.32207  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  11  ,  11  ,  11.0  ,  1.0  ,  1.1875  ,  1.020074375  ,  16  ,  19  ,  16.32119  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  12  ,  12  ,  12.0  ,  1.0  ,  1.17647058824  ,  1.01893117647  ,  17  ,  20  ,  17.32183  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  13  ,  13  ,  13.0  ,  1.0  ,  1.16666666667  ,  1.01780055556  ,  18  ,  21  ,  18.32041  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  14  ,  14  ,  14.0  ,  1.0  ,  1.31578947368  ,  1.01711578947  ,  19  ,  25  ,  19.3252  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  15  ,  15  ,  15.0  ,  1.0  ,  1.35  ,  1.02071  ,  20  ,  27  ,  20.4142  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  16  ,  16  ,  16.0  ,  1.0  ,  1.33333333333  ,  1.05661952381  ,  21  ,  28  ,  22.18901  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  17  ,  17  ,  17.0  ,  1.18181818182  ,  1.31818181818  ,  1.19649090909  ,  26  ,  29  ,  26.3228  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  18  ,  18  ,  18.0  ,  1.17391304348  ,  1.30434782609  ,  1.18769782609  ,  27  ,  30  ,  27.31705  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  19  ,  19  ,  19.0  ,  1.16666666667  ,  1.29166666667  ,  1.18001375  ,  28  ,  31  ,  28.32033  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  20  ,  20  ,  20.0  ,  1.16  ,  1.28  ,  1.1728664  ,  29  ,  32  ,  29.32166  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  21  ,  21  ,  21.0  ,  1.15384615385  ,  1.26923076923  ,  1.16620346154  ,  30  ,  33  ,  30.32129  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  22  ,  22  ,  22.0  ,  1.14814814815  ,  1.25925925926  ,  1.15997407407  ,  31  ,  34  ,  31.3193  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  23  ,  23  ,  23.0  ,  1.14285714286  ,  1.25  ,  1.15427714286  ,  32  ,  35  ,  32.31976  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  24  ,  24  ,  24.0  ,  1.13793103448  ,  1.24137931034  ,  1.14900310345  ,  33  ,  36  ,  33.32109  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  25  ,  25  ,  25.0  ,  1.13333333333  ,  1.23333333333  ,  1.143968  ,  34  ,  37  ,  34.31904  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  26  ,  26  ,  26.0  ,  1.12903225806  ,  1.32258064516  ,  1.13939225806  ,  35  ,  41  ,  35.32116  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  4 ,  512.0  ,  100000 ,  1 ,  0.0  ,  5  ,  5  ,  5.0  ,  27  ,  27  ,  27.0  ,  1.125  ,  1.34375  ,  1.1379546875  ,  36  ,  43  ,  36.41455  ,
